gene	Peak	P.value	Adj.Pvalue	Qvalue	chromo	start	end	strand	distance	model
Syne1	chr10_17089	0.0340548299505183	0.200018795016481	0.107962886219424	chr10	4976462	4976970	+	44	mix
Arfgef2	chr2_124539	0.00241920016631273	0.200134004430003	0.108006542907636	chr2	165288129	165289182	+	1517	flat
Hdac4	chr1_7782	0.00239768820312747	0.200179902156781	0.108012785520975	chr1	92130325	92131001	+	202	sleep
Id4	chr13_55346	0.00268858585735976	0.200219038970955	0.108015378575461	chr13	49460701	49461536	+	1200	flat
Dcdc2a	chr13_52989	0.00556713838297945	0.200283491145918	0.108031625683476	chr13	25212624	25213586	+	157	sleep
Agpat3	chr10_23678	0.00456065216246648	0.200414486582275	0.108083754076092	chr10	78221247	78221723	+	48	flat
Gpr25	chr1_11078	0.00286031019914982	0.200456073142823	0.108087654559333	chr1	136521211	136522051	+	262	sleep
Lin9	chr1_15310	0.00762801175994194	0.200630176963809	0.108114359590245	chr1	180268244	180269167	+	372	flat
Sh3gl2	chr4_144979	0.0035550270445787	0.200668267421886	0.108114359590245	chr4	85370188	85371922	+	166	flat
Lat2	chr5_163709	0.00321257744473335	0.200588289109972	0.108114359590245	chr5	134183861	134184935	+	416	flat
Rps3	chr7_184624	0.00329132457879043	0.200677412333074	0.108114359590245	chr7	99432110	99432810	+	45	flat
Rgmb	chr17_89446	0.0122102049020964	0.200626314415659	0.108114359590245	chr17	17826023	17829138	+	2021	sleep
Mtch1	chr17_90104	0.00182463110359994	0.200779277601102	0.108150720241761	chr17	27655065	27656674	+	1676	flat
Clec4a2	chr6_176269	0.00349584130464253	0.200816677673839	0.108152349902767	chr6	124414124	124416248	+	1309	flat
Tm2d3	chr7_181927	0.00582574302118834	0.200963032353416	0.108212647838538	chr7	65410524	65411048	+	280	flat
Copb1	chr7_185790	0.0123797737292002	0.201124848924464	0.108281249484944	chr7	114138045	114138907	+	77	flat
Capn2	chr1_15503	0.00332460480521067	0.201229102884578	0.108318842500525	chr1	181521243	181522022	+	946	circadian
E430018J23Rik	chr7_187078	0.00843180280908261	0.201288733405816	0.108332406583947	chr7	127814130	127814726	+	425	sleep
Usb1	chr8_196548	0.00812298045429445	0.201555587168177	0.108457473277147	chr8	95715421	95716536	+	384	flat
Vps11	chr9_203152	0.0223823307979204	0.201716270115431	0.10850682171654	chr9	44313590	44314377	+	34	sleep
Psmd6	chr14_62126	0.00823074348251134	0.201705067671017	0.10850682171654	chr14	13961520	13962112	+	150	flat
Synpr	chr14_61990	0.0097788626361039	0.201840823656726	0.108555261686428	chr14	12556418	12557132	+	728	flat
2700081O15Rik	chr19_104431	0.00496848801023181	0.201973285638446	0.108607937737145	chr19	7314884	7315518	+	102	flat
Zfp212	chr6_169338	0.00231992784180091	0.202068701461812	0.108640678203915	chr6	49032643	49033327	+	1113	flat
Rbbp7	chrX_214701	0.0218359598023028	0.202116365663399	0.108647738578444	chrX	162828441	162830019	+	69	flat
Zfp648	chr1_12434	0.00892626936670974	0.202212240379667	0.108662145662798	chr1	154688381	154689795	+	488	sleep
Ccm2l	chr2_122985	0.00161013785621659	0.202198095645136	0.108662145662798	chr2	152395947	152396776	+	670	flat
Socs5	chr17_95104	0.009549505461524	0.202286964341088	0.108683737288046	chr17	86724898	86725409	+	383	flat
Sept2	chr1_7826	0.00236065258416795	0.202580121714047	0.108721689738899	chr1	92393107	92393570	+	1086	flat
Gm13340	chr2_110774	0.0319475064819071	0.202524444445048	0.108721689738899	chr2	22589246	22589896	+	1	flat
Eif2ak4	chr2_119528	0.00446995921976292	0.202600599692062	0.108721689738899	chr2	118659969	118660387	+	272	sleep
Tapbpl	chr6_176559	0.00269261422811197	0.202648610443584	0.108721689738899	chr6	126783318	126784474	+	1560	sleep
Zfp108	chr7_179444	0.00395702930807605	0.202654047899427	0.108721689738899	chr7	25073853	25074216	+	819	flat
Copb2	chr9_208440	0.00466847263177225	0.202668603530786	0.108721689738899	chr9	99428922	99429324	+	865	circadian
Cd300lg	chr11_38427	0.00228362018049398	0.202528740727629	0.108721689738899	chr11	101238033	101238828	+	803	flat
Rpl8	chr15_76958	0.00203628156902084	0.202474791015091	0.108721689738899	chr15	76575966	76576966	+	328	flat
Piga	chrX_214721	0.0126182372682008	0.202452588642765	0.108721689738899	chrX	163760740	163761604	+	659	flat
Prox2	chr12_48067	0.001297020457674	0.202849399471629	0.108763044555199	chr12	85979944	85980539	+	894	sleep
Yae1d1	chr13_52515	0.00224144936455601	0.202834251412108	0.108763044555199	chr13	20349623	20350079	+	2369	flat
Myrf	chr19_104571	0.0045949709218031	0.202801691142557	0.108763044555199	chr19	9964146	9964791	+	244	circadian
Ccl25	chr8_188888	0.00674244875941986	0.202911958645823	0.108768768330314	chr8	4401344	4402083	+	77	flat
Lsamp	chr16_84179	0.00519401430256802	0.202929215774623	0.108768768330314	chr16	41124920	41125504	+	1141	flat
Ccdc84	chr9_203306	0.00332961724920313	0.20299944276655	0.108787876693063	chr9	45518015	45518615	+	1108	circadian
Kcnk2	chr1_16195	0.00906685337800245	0.203085155532494	0.108815275996775	chr1	188993075	188993749	+	215	flat
Abcb1b	chr5_152524	0.00819436801177091	0.203213770198417	0.108847115891141	chr5	8180641	8181231	+	617	NA
Lsm3	chr6_173073	0.00379420415103523	0.203206241652847	0.108847115891141	chr6	92727267	92727881	+	1212	flat
Kansl1l	chr1_5396	0.00862168861169357	0.203341209771113	0.108887667453141	chr1	66388520	66389117	+	330	flat
Dnmt3a	chr12_41411	0.00355673111125727	0.203358695261196	0.108887667453141	chr12	4864101	4864853	+	1058	sleep
Csmd1	chr8_190127	0.00527752554198469	0.203543526001602	0.10894955149809	chr8	17478152	17478959	+	1586	ampfree.step
Evi2a	chr11_35972	0.00459360950775138	0.203517916882311	0.10894955149809	chr11	78560393	78560920	+	966	flat
Map7	chr10_18603	0.00824064147584328	0.203712457891104	0.10902142731386	chr10	20658686	20659623	+	511	circadian
Spaca6	chr17_89407	0.0135583670751855	0.20374970774679	0.109022817985157	chr17	16339775	16340743	+	1490	sleep
Hectd1	chr12_45045	0.00440756833870866	0.203916659787533	0.109093597697899	chr12	52288669	52289791	+	546	flat
Ubxn4	chr1_9960	0.0133587531723117	0.203971498171011	0.109100738966882	chr1	128102311	128103967	+	141	flat
Foxk1	chr5_164613	0.00687992951635066	0.204002585094158	0.109100738966882	chr5	142440167	142441158	+	39	circadian
Rsph3a	chr17_88698	0.0162853415909318	0.204034036406629	0.109100738966882	chr17	7267666	7268268	+	678	flat
Aspa	chr11_35373	0.00981069132932287	0.204212975757781	0.109142634335558	chr11	73160109	73161066	+	144	flat
Cant1	chr11_40530	0.00133472986814923	0.204186306766477	0.109142634335558	chr11	117598639	117599825	+	807	ampfree.step
Adcy5	chr16_83609	0.00615155037609251	0.204216454935652	0.109142634335558	chr16	35054911	35055741	+	100	flat
Gm14326	chr2_126142	0.00151497537746427	0.204800887172425	0.109283098590822	chr2	181319322	181320256	+	3384	circadian
Zscan25	chr5_165077	0.00534729049636742	0.204641358113921	0.109283098590822	chr5	146838017	146838774	+	1558	ampfree.step
Lrrc4	chr6_167212	0.00518406281611304	0.204779459441957	0.109283098590822	chr6	28514119	28514601	+	147	flat
Foxj2	chr6_176170	0.00389020479780345	0.204745767757874	0.109283098590822	chr6	122338920	122340767	+	480	flat
Fam174b	chr7_182582	0.0158020169750661	0.204769453675567	0.109283098590822	chr7	74006673	74007422	+	267	sleep
Mrpl4	chr9_200679	0.00262784244865146	0.20469624330332	0.109283098590822	chr9	20822590	20823438	+	180	flat
Ube2z	chr11_37554	0.0023189163203029	0.204610351927548	0.109283098590822	chr11	94235946	94236555	+	1811	flat
Rac3	chr11_41201	0.00391372849050256	0.204826617553642	0.109283098590822	chr11	121679503	121680155	+	958	ampfree.step
Adgrb1	chr15_76622	0.00496873357908443	0.204680068701511	0.109283098590822	chr15	73918924	73919730	+	597	sleep
Lmf1	chr17_89600	0.0024482293598163	0.204689244775172	0.109283098590822	chr17	24488778	24489392	+	1090	flat
D3Ertd751e	chr3_128758	0.00723368017099943	0.204901739032244	0.109286113882793	chr3	41059200	41059680	+	683	sleep
Slc22a17	chr14_65650	0.00329915922756912	0.204885850314425	0.109286113882793	chr14	55492357	55492829	+	586	flat
Elfn1	chr5_164474	0.00619856460986202	0.205000006971041	0.109319993983925	chr5	140704311	140705441	+	797	sleep
Gm26897	chr5_160804	0.00931380114925541	0.205067027606234	0.109337202231255	chr5	111408339	111409154	+	325	NA
Myrip	chr9_210864	0.00237439811029801	0.205103336368623	0.109338032530611	chr9	121718502	121719526	+	1418	circadian
Cd47	chr16_84981	0.00524332977245644	0.205268653524204	0.109407623664826	chr16	50610298	50611179	+	755	flat
Rbmx	chrX_212317	0.0138902419251359	0.205348116789523	0.109431439089802	chrX	58166099	58166847	+	783	flat
Sun1	chr5_164178	0.00567559945726513	0.205551967451537	0.109521522131516	chr5	138619251	138620181	+	581	sleep
Slc35a5	chr16_84452	0.0053871649044226	0.205865863500482	0.109670198760289	chr16	44226184	44227232	+	913	flat
Ccdc88a	chr11_30936	0.00387861165294574	0.205974207252338	0.109709340434164	chr11	29749408	29749928	+	376	flat
Cebpzos	chr17_94383	0.00370357971272189	0.206018753643461	0.109714493818885	chr17	79920005	79920724	+	1004	flat
Pik3r6	chr11_34746	0.00827562234401243	0.20619876982104	0.109791777163244	chr11	68184962	68186085	+	317	flat
Cnep1r1	chr8_195656	0.0067730435068605	0.206564436092259	0.109949264202542	chr8	87489715	87490233	+	629	ampfree.step
Egfr	chr11_29906	0.0171797624654405	0.206533854293204	0.109949264202542	chr11	16860938	16861707	+	109	circadian
Wdr73	chr7_183063	0.00187095553938814	0.206663190401804	0.109979425403443	chr7	79371315	79371999	+	1519	circadian
Rps25	chr9_203197	0.00367751810643598	0.206702551979488	0.109979425403443	chr9	44655094	44656013	+	248	flat
Exosc7	chr9_211127	0.00280680207883403	0.206725966759336	0.109979425403443	chr9	123717242	123718216	+	605	flat
Elmsan1	chr12_48171	0.00144740669158073	0.206781621909882	0.109990435954408	chr12	86800835	86801960	+	2652	flat
Paip2b	chr6_171974	0.0024197294620655	0.206849739691445	0.110008070734345	chr6	84429009	84429834	+	624	flat
Slc12a2	chr18_100575	0.00915955774362933	0.206904443299225	0.11001856675279	chr18	57438530	57439648	+	440	flat
Tlk1	chr2_115445	0.0175695590539467	0.207027349288262	0.110044791583787	chr2	70958599	70959782	+	247	sleep
Nectin2	chr7_179223	0.00367878581284463	0.207003590631055	0.110044791583787	chr7	19326376	19327589	+	390	NA
Msra	chr14_66620	0.00265293857087242	0.207058690947722	0.110044791583787	chr14	64624280	64625049	+	502	circadian
Tnks	chr8_191422	0.0117824102422241	0.207160784791462	0.11006186799475	chr8	35237140	35237768	+	411	flat
Vamp2	chr11_34928	0.00470069566871006	0.207128948868929	0.11006186799475	chr11	69409367	69410052	+	321	flat
Pgls	chr8_194071	0.0017389938117805	0.207250987989497	0.110091201590674	chr8	70684269	70684883	+	908	ampfree.step
Arl3	chr19_107846	0.00768890734610033	0.207354094458718	0.11012737831135	chr19	46908779	46909562	+	378	flat
Tuba1a	chr15_79808	0.00381352003100657	0.207395310832771	0.110130678055507	chr15	99606480	99606930	+	657	flat
Vcpip1	chr1_295	0.00382197687315321	0.207575759925403	0.11018930509999	chr1	8790884	8791345	+	928	flat
Ncam2	chr16_86757	0.00929841294245821	0.207559732666892	0.11018930509999	chr16	81202050	81203182	+	2	ampfree.step
Gm29013	chr1_8559	0.00455290651634457	0.207731528279485	0.11023479551307	chr1	105492498	105493257	+	248	NA
Serinc5	chr13_58747	0.00452997021678105	0.207721598900336	0.11023479551307	chr13	93676682	93677279	+	1066	mixedaf
Plxnb3	chrX_212719	0.00769843052226784	0.207823759664461	0.110265141417036	chrX	74269710	74271049	+	513	circadian
Znrd1	chr17_91208	0.0070553494808412	0.207943831642519	0.110293015113356	chr17	37050012	37051347	+	96	flat
Shtn1	chr19_108794	0.00489680235972783	0.207946405050377	0.110293015113356	chr19	57512897	57513552	+	1460	flat
Lrrc8c	chr5_160342	0.0071614926140911	0.207991940490975	0.110298572900554	chr5	105557742	105558256	+	39	flat
Nos1	chr5_161702	0.0209518126816249	0.208172412185394	0.110346398029469	chr5	117691199	117691853	+	90	circadian
Alms1	chr6_172226	0.00218460565367869	0.208187341144055	0.110346398029469	chr6	86584307	86585751	+	997	flat
Lrrc28	chr7_182165	0.0140012935693022	0.208147498741974	0.110346398029469	chr7	67644369	67646010	+	132	flat
Add1	chr5_154669	0.006917121171899	0.208366979755735	0.110404414373448	chr5	34169158	34170006	+	404	flat
P2rx4	chr5_162182	0.00180276037421748	0.208348813942903	0.110404414373448	chr5	121700153	121700955	+	1007	circadian
Ppp1cc	chr5_162653	0.00178039312481447	0.208513999443988	0.110447719179147	chr5	124538847	124539546	+	2381	sleep
Nsdhl	chrX_212631	0.0473666268279571	0.208518917591042	0.110447719179147	chrX	72985088	72985612	+	67	mix
Atrip	chr9_209611	0.00590168527576738	0.208604091099945	0.110474235289876	chr9	110296964	110297591	+	1238	flat
Ece2	chr16_81985	0.00534776685794187	0.208742108503266	0.110528723261219	chr16	20716985	20718147	+	106	flat
Eif4e3	chr6_173487	0.00330897137761153	0.20878149261521	0.110530975461237	chr6	97221044	97221909	+	2404	flat
Ap3m1	chr14_62760	0.00263505926068906	0.208945460997967	0.110599171945391	chr14	21369011	21369567	+	338	flat
Nfkb1	chr3_136686	0.00202817238722127	0.209184128567416	0.110706878667029	chr3	136339664	136340437	+	755	sleep
Psmc2	chr5_153497	0.0120919955091887	0.209258725846455	0.110727732559708	chr5	21786362	21787226	+	2	circadian
Robo4	chr9_202531	0.00332459640873529	0.209520863277695	0.110847798259792	chr9	37941035	37941758	+	539	circadian
Hdac7	chr15_79464	0.00414676582842875	0.209670955008181	0.11090855535609	chr15	96698389	96699469	+	1094	flat
Ddc	chr11_29660	0.0059922776609552	0.20991779467741	0.111020459678237	chr11	11778332	11778775	+	36	mix
Nsmf	chr2_110970	0.00347831285464448	0.210003895958363	0.111047330015454	chr2	25261895	25263306	+	208	circadian
Thap1	chr8_190697	0.0156171024576637	0.210163961385279	0.111113296028734	chr8	26118473	26120094	+	39	circadian
Kyat3	chr3_137346	0.00382549342451524	0.210325891218502	0.111180225418556	chr3	143016684	143017347	+	316	NA
Zfp354a	chr11_32948	0.00434161236650363	0.210397771766393	0.111199539427467	chr11	51333953	51334467	+	275	flat
Ubiad1	chr4_150956	0.0022047608434891	0.210544274865088	0.111258279873836	chr4	147897299	147898124	+	537	circadian
Prpsap1	chr11_40712	0.00137313279565895	0.210601975299027	0.111260874953893	chr11	118614073	118614533	+	2143	circadian
Cuedc2	chr19_107740	0.00893503387241648	0.210619911062877	0.111260874953893	chr19	46308806	46309393	+	21	flat
Upf3b	chrX_211831	0.00926315268344215	0.210829917578479	0.111353115843733	chrX	36744520	36745144	+	347	flat
Gm11847	chr4_139697	0.00505814065293561	0.211009727812855	0.111410680466728	chr4	12395043	12395889	+	163	flat
Actr2	chr11_30207	0.00305534573980147	0.211003241981924	0.111410680466728	chr11	20849172	20850252	+	787	flat
Pdss1	chr2_110774	0.0341917051707138	0.211134898604385	0.111423707227252	chr2	22589246	22589896	+	306	flat
Gm10134	chr2_111304	0.00544630721139352	0.211140643446921	0.111423707227252	chr2	27745911	27746547	+	760	NA
Brinp1	chr4_143830	0.00804249250848051	0.211100753575546	0.111423707227252	chr4	68531712	68532557	+	229	circadian
Ggcx	chr6_171126	0.00532112053574972	0.211176345448828	0.111423858976677	chr6	72318324	72319373	+	95	flat
Ube4a	chr9_203306	0.00348502765828002	0.211331081268909	0.1114406536922	chr9	45518015	45518615	+	595	circadian
Akr1e1	chr13_51199	0.00372311860965978	0.211349854813603	0.1114406536922	chr13	3633620	3634756	+	957	flat
Mettl17	chr14_65298	0.00418736544713311	0.211316448627997	0.1114406536922	chr14	50930179	50931688	+	954	sleep
Cggbp1	chr16_85753	0.014297646364715	0.211339023341923	0.1114406536922	chr16	65022306	65023077	+	171	flat
Xab2	chr8_188862	0.00704219353535532	0.211446657292564	0.111454338840856	chr8	4192279	4193821	+	585	flat
Reep2	chr18_98507	0.0023492569835217	0.211446117585142	0.111454338840856	chr18	35912896	35913877	+	1073	sleep
Mrrf	chr2_112454	0.00491692687063409	0.211600139837406	0.111516557455356	chr2	35651315	35651783	+	485	flat
Il11ra1	chr4_141521	0.0056071077167702	0.211777123598741	0.111591138661114	chr4	41556553	41557456	+	143	ampfree.step
Pcm1	chr8_191888	0.00800710563266794	0.211921136106054	0.111646091849718	chr8	40893936	40894565	+	346	flat
Tbc1d32	chr10_21250	0.0119628330371617	0.211952383654742	0.111646091849718	chr10	54039834	54041143	+	1974	flat
Cript	chr17_95128	0.0094492738161176	0.212077717744754	0.111693411966992	chr17	86905985	86906771	+	119	flat
Tprn	chr2_110934	0.00349998721191286	0.212216991831659	0.11169651043382	chr2	24974596	24976302	+	287	circadian
Ahcy	chr2_123249	0.00475395008058152	0.212148091120714	0.11169651043382	chr2	154517251	154517938	+	542	flat
Mrpl33	chr5_154504	0.00238217907846476	0.21222560537432	0.11169651043382	chr5	32361599	32362334	+	765	circadian
Kcnn1	chr8_193912	0.00162872612050492	0.21217385829588	0.11169651043382	chr8	69624960	69626005	+	1217	circadian
Tmem47	chrX_212847	0.0362146906882178	0.212265151217487	0.111698638864941	chrX	78777039	78777522	+	2293	flat
Ier5l	chr2_111669	0.00603191807664161	0.212326134390042	0.111712045496828	chr2	30471845	30472228	+	0	mix
B4galt3	chr1_14440	0.00264499788570306	0.212372541139849	0.111717779773054	chr1	171791475	171791997	+	521	flat
Styk1	chr6_176905	0.0255344038037345	0.212447539423874	0.111738550087295	chr6	131374679	131375357	+	76	flat
Scaf4	chr16_87389	0.00790222478448525	0.212809055002425	0.111909984424787	chr16	90497761	90498367	+	269	flat
Wdr20	chr12_50197	0.00460312074899247	0.213133187051605	0.112061705858134	chr12	109424748	109425716	+	1313	flat
Prorsd1	chr11_31053	0.00368715007235847	0.213197329900226	0.112076701651896	chr11	30771276	30772578	+	1260	flat
Lgr4	chr2_118844	0.00423415213162496	0.213300914063946	0.112103267536397	chr2	110896527	110897213	+	979	circadian
Cd33	chr7_180498	0.0137436224860658	0.213319125491036	0.112103267536397	chr7	43423012	43423570	+	101	circadian
Clta	chr4_141636	0.00245174580161937	0.213564338871168	0.112194652419946	chr4	43405944	43406930	+	598	flat
Sac3d1	chr19_104152	0.0023523696587035	0.213530543194528	0.112194652419946	chr19	5447465	5448279	+	668	flat
Ighmbp2	chr19_104232	0.0025315485367878	0.213663256649373	0.112227879237408	chr19	6057426	6058281	+	2797	ampfree.step
Slc30a10	chr1_16028	0.00692406443831581	0.213841081729864	0.112265056665604	chr1	186705137	186706376	+	1251	circadian
Mrgbp	chr2_125913	0.0016718570150234	0.213837268998196	0.112265056665604	chr2	179799428	179800806	+	781	flat
Pdcd4	chr19_108318	0.00346665530978615	0.213838235742395	0.112265056665604	chr19	53360117	53360890	+	532	ampfree.step
Angel2	chr1_16540	0.00455704113622964	0.214333574240197	0.112491869340167	chr1	191817881	191818381	+	893	circadian
Prrt3	chr6_175176	0.00557920306080041	0.214367067557607	0.112491869340167	chr6	113991205	113992104	+	498	sleep
Cbl	chr9_203147	0.0240820398274089	0.214454671492589	0.112491869340167	chr9	44266386	44267541	+	124	circadian
